A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG,atletas.apelido,atletas.atleta_id,atletas.clube.id.full.name,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.status_id,atletas.variacao_num,home_team,id_team,id_adv_team,adv_team_name,off_own_team,def_own_team,off_adv_team,def_adv_team,score_index,take_goal_index,CA_sum_last5,CV_sum_last5,DD_sum_last5,DP_sum_last5,FC_sum_last5,GC_sum_last5,GS_sum_last5,RB_sum_last5,SG_sum_last5,A_sum_last5,FD_sum_last5,FF_sum_last5,FS_sum_last5,FT_sum_last5,G_sum_last5,I_sum_last5,PE_sum_last5,PP_sum_last5,atletas.pontos_num_sum_last5,atletas.media_num_sum_last5,CA_last1,CV_last1,DD_last1,DP_last1,FC_last1,GC_last1,GS_last1,RB_last1,SG_last1,A_last1,FD_last1,FF_last1,FS_last1,FT_last1,G_last1,I_last1,PE_last1,PP_last1,atletas.pontos_num_last1,atletas.media_num_last1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Lucas Fonseca,80189,Bahia,3.33,Lucas Fonseca da Silva,6.5,zag,8.24,12,Provável,0.94,1.0,3,7,Corinthians,1.3,1.0,1.2,0.9,1.1700000000000002,1.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,1.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,10.0,0.0,17.799999999999997,14.88,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.8,3.01
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,Fabiano,79887,Internacional,3.67,Fabiano Leissmann,-1.4,lat,7.75,12,Provável,-0.58,1.0,12,18,Vasco,1.5,0.7,1.3,1.2,1.7999999999999998,0.9099999999999999,1.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,14.0,0.0,23.4,30.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,4.68
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,Yago Pikachu,80196,Vasco,8.85,Glaybson Yago Souza Lisboa,4.8,lat,17.4,12,Provável,-2.47,0.0,18,12,Internacional,1.3,1.2,1.5,0.7,0.9099999999999999,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,6.0,1.0,15.0,0.0,3.0,3.0,9.0,0.0,55.800000000000004,40.589999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,22.9,9.26
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Ezequiel ,80318,Cruzeiro,1.47,Ezequiel Jacinto de Biasi,-3.8,lat,3.09,12,Nulo,-1.32,0.0,8,14,Paraná,1.3,0.8,0.9,1.2,1.56,0.7200000000000001,1.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,8.2,11.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,4.1
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,Patrick,83433,Internacional,7.62,Patrick Bezerra do Nascimento,20.2,mei,19.01,12,Suspenso,3.53,1.0,12,18,Vasco,1.5,0.7,1.3,1.2,1.7999999999999998,0.9099999999999999,1.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,2.0,4.0,7.0,0.0,2.0,0.0,14.0,0.0,31.4,34.75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.1,6.36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Renatinho,80395,Botafogo,3.53,Renato Vieira Rodrigues,3.8,mei,5.25,12,Nulo,0.12,1.0,4,2,Atlético-PR,1.3,1.1,1.4,1.0,1.3,1.54,1.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,11.0,0.0,17.400000000000002,19.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.6,3.48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,Luiz Gustavo,80573,Vasco,1.52,Luiz Gustavo Tavares Conde,0.4,zag,3.35,12,Nulo,-0.01,0.0,18,12,Internacional,1.3,1.2,1.5,0.7,0.9099999999999999,1.7999999999999998,1.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,7.199999999999999,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,1.8
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,Marlone,80944,Sport,3.49,Johnath Marlone Azevedo da Silva,3.4,mei,8.93,12,Provável,0.63,1.0,17,11,Grêmio,1.5,0.8,1.5,0.6,0.8999999999999999,1.2000000000000002,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,13.0,0.0,13.7,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,-0.5,3.5
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luan,80692,Palmeiras,3.45,Luan Garcia Teixeira,-5.0,zag,3.52,12,Suspenso,-2.72,1.0,13,9,Flamengo,1.6,0.7,1.6,0.9,1.4400000000000002,1.1199999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,11.9,11.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,11.9,11.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Romário ,80975,Ceará,1.58,Romário Guilherme dos Santos,0.5,lat,2.95,12,Nulo,-0.64,0.0,5,1,Atlético-MG,1.1,1.0,1.6,1.0,1.1,1.6,1.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,19.0,0.0,12.500000000000002,2.3499999999999996,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,4.9,1.73
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Erazo,81223,Vasco,-0.65,Frickson Rafael  Erazo Vivero,1.0,zag,4.45,12,Nulo,0.2,0.0,18,12,Internacional,1.3,1.2,1.5,0.7,0.9099999999999999,1.7999999999999998,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,-3.5999999999999996,-4.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Andrés Ríos,81684,Vasco,2.7,Andrés Lorenzo Ríos,0.4,ata,6.25,12,Provável,-0.25,0.0,18,12,Internacional,1.3,1.2,1.5,0.7,0.9099999999999999,1.7999999999999998,1.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,0.0,8.0,0.0,4.5,18.92,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.7,2.96
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Henrique Dourado,81905,Flamengo,1.56,José Henrique da Silva Dourado,-5.0,ata,10.08,12,Suspenso,-1.02,0.0,9,13,Palmeiras,1.6,0.9,1.6,0.7,1.1199999999999999,1.4400000000000002,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,1.0,2.0,3.0,0.0,10.2,9.770000000000001,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.2,2.16
1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Régis,82647,Bahia,3.06,Régis Augusto Salmazzo,4.4,mei,5.28,12,Dúvida,-0.35,1.0,3,7,Corinthians,1.3,1.0,1.2,0.9,1.1700000000000002,1.2,1.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,0.0,16.0,0.0,26.9,11.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,8.4,2.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Juninho,82381,América-MG,4.1,Adilson dos Anjos Oliveira,0.7,mei,8.01,12,Provável,-1.33,1.0,0,6,Chapecoense,1.0,1.2,1.2,1.1,1.1,1.44,2.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,15.0,0.0,25.799999999999997,22.009999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,9.7,4.44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Cazares,81682,Atlético-MG,3.9,Juan Ramón Cazares Sevillano,0.7,mei,10.04,12,Nulo,-0.08,1.0,1,5,Ceará,1.6,1.0,1.1,1.0,1.6,1.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,7.0,2.0,0.0,2.0,0.0,25.0,0.0,20.8,21.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.5,4.26
0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,Zé Rafael ,82455,Bahia,7.31,José Rafael Vivian,14.0,mei,19.74,12,Provável,2.49,1.0,3,7,Corinthians,1.3,1.0,1.2,0.9,1.1700000000000002,1.2,1.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,4.0,4.0,11.0,1.0,1.0,1.0,13.0,0.0,36.099999999999994,36.08,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.4,6.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,Marcelo Hermes,82639,Cruzeiro,3.17,Marcelo Hermes,4.8,lat,4.76,12,Nulo,0.19,0.0,8,14,Paraná,1.3,0.8,0.9,1.2,1.56,0.7200000000000001,1.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,7.9,5.779999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,3.6,2.63
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Ruy,82939,América-MG,-0.06,Ruy Franco de Almeida Junior,-0.3,mei,3.29,12,Nulo,-0.2,1.0,0,6,Chapecoense,1.0,1.2,1.2,1.1,1.1,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,-5.551115123125783e-17,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.4,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maurício Barbieri,82792,Flamengo,5.96,Maurício Nogueira Barbieri,2.29,tec,13.48,12,Provável,-0.59,0.0,9,13,Palmeiras,1.6,0.9,1.6,0.7,1.1199999999999999,1.4400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15,6.29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,Rafael Thyere,83048,Chapecoense,2.85,Rafael Thyere Albuquerque Marques,7.6,zag,4.56,12,Provável,-0.15,0.0,6,0,América-MG,1.2,1.1,1.0,1.2,1.44,1.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,20.7,8.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,11.7,2.37
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,Neilton,83772,Vitória,6.65,Neilton Meira Mestzk,1.7,ata,12.21,12,Suspenso,-0.36,0.0,19,16,São Paulo,1.2,1.3,1.1,1.2,1.44,1.4300000000000002,2.0,0.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,2.0,2.0,5.0,8.0,0.0,2.0,2.0,20.0,0.0,39.9,35.28,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,3.8,7.15
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,Norberto ,80374,América-MG,4.74,Norberto Pereira Marinho Neto,11.4,lat,12.18,12,Provável,2.1,1.0,0,6,Chapecoense,1.0,1.2,1.2,1.1,1.1,1.44,3.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,9.399999999999999,24.76,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.6,3.91
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Thiago Martins,83615,Palmeiras,3.0,Thiago Martins Bueno,-0.9,zag,4.55,12,Nulo,-0.68,1.0,13,9,Flamengo,1.6,0.7,1.6,0.9,1.4400000000000002,1.1199999999999999,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,15.9,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claudinei Oliveira,84761,Sport,4.64,Claudinei dos Santos Oliveira,4.41,tec,9.19,12,Provável,0.49,1.0,17,11,Grêmio,1.5,0.8,1.5,0.6,0.8999999999999999,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.169999999999998,24.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,4.67
0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,Nico López,84709,Internacional,5.5,Nicolás Federico López Alonso,18.2,ata,16.71,12,Provável,3.27,1.0,12,18,Vasco,1.5,0.7,1.3,1.2,1.7999999999999998,0.9099999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,12.5,27.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.91
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,Lucas Romero,84558,Cruzeiro,1.81,Lucas Daniel Romero,5.9,mei,5.23,12,Nulo,0.91,0.0,8,14,Paraná,1.3,0.8,0.9,1.2,1.56,0.7200000000000001,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,5.800000000000001,4.640000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Jeferson,84917,Vitória,2.62,Jeferson de Araújo de Carvalho,-0.7,lat,4.6,12,Provável,-1.62,0.0,19,16,São Paulo,1.2,1.3,1.1,1.2,1.44,1.4300000000000002,3.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,20.0,8.950000000000001,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.2,2.99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Henrique,84893,Vasco,1.78,Henrique Silva Milagres,8.0,lat,6.7,12,Dúvida,2.26,0.0,18,12,Internacional,1.3,1.2,1.5,0.7,0.9099999999999999,1.7999999999999998,3.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,-1.6999999999999993,9.600000000000001,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.3,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Allione,84585,Bahia,1.82,Agustín Lionel Allione,1.2,mei,4.31,12,Nulo,-0.99,1.0,3,7,Corinthians,1.3,1.0,1.2,0.9,1.1700000000000002,1.2,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,13.2,5.99,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,8.4,1.91
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,Carlos,85027,Paraná,1.83,Carlos Alberto Carvalho da Silva Júnior,0.2,ata,5.29,12,Suspenso,-0.25,1.0,14,8,Cruzeiro,0.9,1.2,1.3,0.8,0.7200000000000001,1.56,2.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,5.0,5.0,0.0,0.49999999999999956,14.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.99
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,Raul Prata,84855,Sport,4.47,Raul Prata,5.9,lat,9.77,12,Provável,1.12,1.0,17,11,Grêmio,1.5,0.8,1.5,0.6,0.8999999999999999,1.2000000000000002,1.0,1.0,0.0,0.0,4.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,15.0,0.0,18.700000000000003,20.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,-0.5,4.27
0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Hyoran,85931,Palmeiras,3.56,Hyoran Kaue Dalmoro,-2.3,mei,4.1,12,Provável,-1.21,1.0,13,9,Flamengo,1.6,0.7,1.6,0.9,1.4400000000000002,1.1199999999999999,1.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,5.0,0.0,1.0,1.0,8.0,0.0,25.7,22.29,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.9,4.4
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,Léo,85626,Bahia,3.67,Leonardo Pinheiro da Conceição,6.4,lat,9.67,12,Provável,1.07,1.0,3,7,Corinthians,1.3,1.0,1.2,0.9,1.1700000000000002,1.2,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,18.0,0.0,4.1,22.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,3.37
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,Pablo Dyego,86444,Fluminense,3.27,Pablo Dyego da Silva Rosa,2.3,ata,5.36,12,Nulo,-0.15,1.0,10,15,Santos,1.3,1.0,1.3,0.9,1.1700000000000002,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,6.0,0.0,2.0,0.0,5.0,0.0,24.099999999999998,17.139999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,3.9,3.39
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Victor Luis,86410,Palmeiras,2.64,Victor Luis Chuab Zamblauskas,-1.7,lat,6.77,12,Nulo,-0.49,1.0,13,9,Flamengo,1.6,0.7,1.6,0.9,1.4400000000000002,1.1199999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,14.899999999999999,10.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.2,3.73
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,João Lucas,86740,Ceará,0.5,João Lucas Cardoso,1.9,lat,1.65,12,Provável,0.56,0.0,5,1,Atlético-MG,1.1,1.0,1.6,1.0,1.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.9,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.9,-0.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,Everton Felipe,86519,Sport,2.92,Everton Felipe de Oliveira Silva,2.4,mei,5.47,12,Nulo,-0.06,1.0,17,11,Grêmio,1.5,0.8,1.5,0.6,0.8999999999999999,1.2000000000000002,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,6.0,0.0,1.0,0.0,16.0,0.0,15.1,15.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,-1.1,3.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,Richard,86711,Fluminense,5.81,Richard Cândido Coelho,3.9,mei,16.34,12,Provável,-0.9,1.0,10,15,Santos,1.3,1.0,1.3,0.9,1.1700000000000002,1.3,1.0,0.0,0.0,0.0,9.0,0.0,0.0,17.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,11.0,0.0,27.6,29.68,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,10.4,5.98
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jandrei,86508,Chapecoense,2.81,Jandrei Chitolina Carniel,7.7,gol,6.64,12,Provável,0.39,0.0,6,0,América-MG,1.2,1.1,1.0,1.2,1.44,1.1,1.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.100000000000001,9.629999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.7,2.37
